Program,Department,High School GPA,SAT Score,ACT Score,Advanced Coursework (0-10),STEM Extracurriculars (0-10),Leadership Experience (0-10),Letters of Recommendation (0-10),Personal Statement Quality (0-10),Diversity/Inclusion Contribution (0-10),Transfer Student GPA,Admission Status
Cybersecurity Informatics,Computer Science and Electrical Engineering,1.71,993,20,2,4,2,8,5,4,0.7,Yes
Chemical Engineering,"Chemical, Biochemical & Environmental Engineering",1.53,1461,20,3,8,9,8,9,0,3.53,Yes
Bioinformatics and Computational Biology,Mechanical Engineering,1.01,1047,32,9,1,2,7,3,3,0.68,No
Mechanical Engineering,Mechanical Engineering,1.29,1409,3,8,6,3,6,5,1,0.99,Yes
Chemical Engineering,"Chemical, Biochemical & Environmental Engineering",1.44,836,26,0,1,1,0,10,7,1.06,Yes
Computer Engineering,Computer Science and Electrical Engineering,1.25,1112,12,2,7,0,2,0,5,0.26,No
Mechanical Engineering,Biological Sciences (in collaboration with COEIT),0.36,1450,3,6,4,6,8,2,7,1.19,Yes
Bioinformatics and Computational Biology,Mechanical Engineering,0.59,1372,28,10,10,7,4,3,2,1.11,Yes
Environmental Engineering,"Chemical, Biochemical & Environmental Engineering",3.98,1453,9,1,7,9,3,6,7,2.36,No
Business Tech0logy Administration,Computer Science and Electrical Engineering,1.45,1383,26,10,4,8,9,1,7,2.39,Yes
Chemical Engineering,Biological Sciences (in collaboration with COEIT),3.22,1392,6,2,2,10,10,6,8,2.2,Yes
Computer Science,"Chemical, Biochemical & Environmental Engineering",2.87,876,5,3,2,3,0,10,0,2.52,No
Information Systems,Computer Science and Electrical Engineering,2.26,1543,9,0,5,0,8,7,3,0.16,Yes
Cybersecurity Informatics,Information Systems,1.8,1062,34,8,10,4,6,7,8,2.8,Yes
Chemical Engineering,"Chemical, Biochemical & Environmental Engineering",2.66,1390,28,8,6,4,2,6,0,3.8,Yes
Chemical Engineering,Mechanical Engineering,2.34,1224,26,2,10,1,1,7,6,2.53,Yes
Environmental Engineering,"Chemical, Biochemical & Environmental Engineering",2.94,1421,35,10,6,4,2,7,3,1.11,Yes
Computer Engineering,Biological Sciences (in collaboration with COEIT),3.98,1582,1,4,2,4,3,0,8,1.24,No
Computer Science,"Chemical, Biochemical & Environmental Engineering",1.26,1546,4,1,1,8,2,0,0,3.06,Yes
Computer Engineering,Biological Sciences (in collaboration with COEIT),1.34,1539,13,7,4,3,1,6,7,0.45,Yes
Information Systems,Computer Science and Electrical Engineering,2.76,1005,21,4,2,10,5,7,0,1.49,Yes
Environmental Engineering,Information Systems,3.38,893,18,1,6,0,3,8,5,0.76,Yes
Electrical Engineering,Biological Sciences (in collaboration with COEIT),0.76,1501,20,5,10,6,7,4,1,0.8,Yes
Computer Engineering,Computer Science and Electrical Engineering,3.42,985,4,5,10,4,1,1,10,0.01,No
Information Systems,Computer Science and Electrical Engineering,3.59,917,32,10,2,8,0,9,8,3.55,Yes
Environmental Engineering,Information Systems,1.58,846,27,4,7,2,1,6,5,1.27,Yes
Environmental Engineering,Mechanical Engineering,1.07,926,25,5,6,3,4,3,1,1.55,Yes
Mechanical Engineering,Mechanical Engineering,1.6,877,7,7,10,1,4,9,8,0.1,Yes
Business Tech0logy Administration,"Chemical, Biochemical & Environmental Engineering",0.75,1315,30,10,7,5,7,4,5,0.38,Yes
Computer Science,Mechanical Engineering,0.24,1128,23,4,0,2,0,0,7,0.89,Yes
Cybersecurity Informatics,"Chemical, Biochemical & Environmental Engineering",3.19,1152,29,0,6,5,10,3,4,0.69,Yes
Cybersecurity Informatics,Biological Sciences (in collaboration with COEIT),2.28,1369,21,1,3,1,7,4,10,3.36,No
Information Systems,Biological Sciences (in collaboration with COEIT),1.98,1558,33,8,8,6,9,8,7,3.81,Yes
Computer Engineering,"Chemical, Biochemical & Environmental Engineering",0.86,987,18,10,3,8,7,4,8,3.74,Yes
Electrical Engineering,Information Systems,2.21,1511,27,7,3,7,8,4,0,0.85,Yes
Information Systems,Information Systems,1.61,1390,14,3,2,1,3,7,2,0.51,Yes
Computer Science,Mechanical Engineering,2.02,1029,31,0,0,1,10,3,7,2.64,Yes
Cybersecurity Informatics,Biological Sciences (in collaboration with COEIT),0.36,1120,8,7,2,0,2,6,8,1.12,No
Bioinformatics and Computational Biology,Biological Sciences (in collaboration with COEIT),3.69,1285,3,0,9,5,8,4,3,0.23,Yes
Electrical Engineering,Information Systems,3.06,1171,35,8,4,4,4,4,3,2.25,Yes
Computer Science,Computer Science and Electrical Engineering,2.96,1466,11,9,9,10,10,5,7,1.07,No
Computer Engineering,Information Systems,2.33,877,34,8,0,1,1,7,0,1.28,No
Chemical Engineering,Information Systems,0.91,1255,23,4,1,2,10,6,2,2.38,No
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,0.41,1318,5,2,0,8,2,10,7,2.79,Yes
Computer Science,Mechanical Engineering,1.45,1399,30,0,7,7,7,7,8,0.44,Yes
Chemical Engineering,"Chemical, Biochemical & Environmental Engineering",1.65,992,16,1,8,7,10,2,6,0.2,Yes
Environmental Engineering,Mechanical Engineering,3.04,1545,14,4,6,1,10,8,0,3.3,Yes
Computer Engineering,Computer Science and Electrical Engineering,0.59,1385,7,1,0,3,6,4,7,1.07,Yes
Chemical Engineering,Computer Science and Electrical Engineering,3.27,1218,33,5,3,8,3,6,9,2.1,Yes
Bioinformatics and Computational Biology,Mechanical Engineering,1.77,1217,2,10,7,9,8,10,10,3.14,No
Mechanical Engineering,"Chemical, Biochemical & Environmental Engineering",3.2,1205,5,2,8,7,10,0,2,0.22,Yes
Business Tech0logy Administration,Mechanical Engineering,1.98,1220,15,6,3,9,0,0,3,3.09,No
Mechanical Engineering,Biological Sciences (in collaboration with COEIT),0.21,1115,2,9,1,3,10,10,8,2.23,Yes
Business Tech0logy Administration,Biological Sciences (in collaboration with COEIT),2.43,811,24,9,1,6,10,6,7,0.42,Yes
Bioinformatics and Computational Biology,Biological Sciences (in collaboration with COEIT),1.71,1178,29,8,3,7,6,10,8,2.71,Yes
Environmental Engineering,"Chemical, Biochemical & Environmental Engineering",1.84,1091,29,0,7,7,5,5,3,0.29,Yes
Computer Science,"Chemical, Biochemical & Environmental Engineering",3.13,880,21,2,5,6,1,2,10,1.24,No
Business Tech0logy Administration,Computer Science and Electrical Engineering,0.89,1587,25,9,9,5,8,4,7,2.14,No
Environmental Engineering,Information Systems,0.1,837,22,3,7,1,10,4,3,2.7,Yes
Mechanical Engineering,"Chemical, Biochemical & Environmental Engineering",1.14,1444,19,5,10,7,8,6,0,1.05,Yes
Computer Science,Information Systems,0.62,999,13,2,1,1,6,1,3,0.72,No
Mechanical Engineering,Biological Sciences (in collaboration with COEIT),1.38,1071,33,3,2,2,6,5,10,2.96,Yes
Computer Science,Biological Sciences (in collaboration with COEIT),0.83,1371,33,10,9,2,3,10,0,1.63,Yes
Business Tech0logy Administration,Information Systems,0.39,1407,12,9,5,1,6,6,5,0.81,Yes
Environmental Engineering,Mechanical Engineering,3.31,1314,23,4,9,8,8,4,1,2.38,Yes
Chemical Engineering,Computer Science and Electrical Engineering,0.84,1512,29,3,0,6,9,0,8,1.58,No
Computer Engineering,Computer Science and Electrical Engineering,1.46,921,29,2,5,8,8,3,7,2.48,Yes
Computer Science,Mechanical Engineering,0.01,1027,1,6,10,1,8,1,5,3.13,Yes
Mechanical Engineering,Information Systems,3.09,1344,24,7,5,6,9,1,8,0.08,Yes
Information Systems,Information Systems,1.85,1125,5,1,0,5,4,0,3,1.42,Yes
Business Tech0logy Administration,"Chemical, Biochemical & Environmental Engineering",3.46,1407,35,9,2,2,2,4,7,1.4,No
Environmental Engineering,Biological Sciences (in collaboration with COEIT),0.21,1073,5,10,0,2,2,0,2,3.6,Yes
Computer Science,Biological Sciences (in collaboration with COEIT),0.66,1059,13,5,5,7,7,3,8,3.99,Yes
Information Systems,Information Systems,1.03,971,32,8,8,7,7,9,4,2.61,No
Information Systems,"Chemical, Biochemical & Environmental Engineering",3.55,1037,27,0,5,1,9,4,5,1.63,Yes
Mechanical Engineering,"Chemical, Biochemical & Environmental Engineering",1.42,1147,24,7,10,0,8,9,5,1.76,Yes
Chemical Engineering,Computer Science and Electrical Engineering,0.75,1474,3,5,5,1,1,0,0,2.65,Yes
Information Systems,Computer Science and Electrical Engineering,3.21,1170,1,3,1,9,0,2,4,2.38,Yes
Electrical Engineering,Information Systems,1.21,1409,29,5,0,4,2,6,10,3.44,Yes
Information Systems,Computer Science and Electrical Engineering,1.4,1345,22,9,3,7,7,1,8,2.86,Yes
Electrical Engineering,"Chemical, Biochemical & Environmental Engineering",2.62,912,5,8,10,3,5,4,7,0.54,Yes
Environmental Engineering,Mechanical Engineering,1.54,964,21,4,8,5,2,8,8,3.35,Yes
Computer Engineering,Biological Sciences (in collaboration with COEIT),0.07,1280,12,4,0,3,0,9,0,1.16,Yes
Computer Science,Information Systems,3.96,1199,28,2,6,7,4,6,2,3.05,No
Cybersecurity Informatics,Computer Science and Electrical Engineering,0.95,1541,11,8,2,10,5,1,1,0.22,Yes
Computer Engineering,Computer Science and Electrical Engineering,0.98,987,15,2,8,3,6,7,6,1.25,No
Environmental Engineering,"Chemical, Biochemical & Environmental Engineering",0.54,907,35,4,1,2,10,1,5,2.9,Yes
Computer Science,Computer Science and Electrical Engineering,0.63,1008,16,0,1,0,9,2,1,3.91,Yes
Chemical Engineering,Biological Sciences (in collaboration with COEIT),2.01,1590,15,9,6,3,9,3,3,1.61,No
Bioinformatics and Computational Biology,Information Systems,3.76,1426,32,6,7,7,3,5,7,0.97,Yes
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,2.79,833,16,7,0,4,9,7,5,3.48,Yes
Environmental Engineering,Mechanical Engineering,2.63,857,33,7,8,10,0,7,3,3.37,Yes
Chemical Engineering,Mechanical Engineering,1.45,1400,20,9,6,6,6,7,5,2.18,Yes
Mechanical Engineering,Information Systems,3.25,1103,32,0,2,5,8,6,4,1.07,Yes
Computer Engineering,Mechanical Engineering,1.89,871,10,9,6,6,8,1,0,1.23,Yes
Electrical Engineering,Mechanical Engineering,1.83,1379,16,9,5,10,5,8,4,1.96,Yes
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,3.98,1445,5,9,7,6,1,10,7,3.93,No
Cybersecurity Informatics,Mechanical Engineering,2.44,1399,20,0,7,7,0,4,2,0.44,No
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,3.47,1523,27,6,0,8,1,7,6,1.46,No
Chemical Engineering,Biological Sciences (in collaboration with COEIT),2.1,1058,20,0,3,2,8,10,7,3.44,No
Computer Engineering,"Chemical, Biochemical & Environmental Engineering",0.65,822,13,4,1,8,4,3,5,3.85,Yes
Electrical Engineering,Computer Science and Electrical Engineering,3.95,1496,19,3,7,0,8,7,3,0.2,Yes
Business Tech0logy Administration,"Chemical, Biochemical & Environmental Engineering",2.62,882,15,2,7,3,1,1,9,2.36,No
Environmental Engineering,Computer Science and Electrical Engineering,0.59,1440,27,0,2,4,10,3,10,2.42,No
Cybersecurity Informatics,Computer Science and Electrical Engineering,2.96,1570,17,7,3,3,1,0,9,2.02,No
Mechanical Engineering,Information Systems,1.76,1590,10,2,0,10,4,5,0,0.17,Yes
Business Tech0logy Administration,Computer Science and Electrical Engineering,3.29,800,5,9,3,5,4,9,9,1.27,Yes
Chemical Engineering,Mechanical Engineering,1.11,1166,27,3,4,7,9,1,0,1.76,Yes
Computer Engineering,Mechanical Engineering,3.77,804,28,3,7,3,6,3,8,1.95,Yes
Cybersecurity Informatics,Computer Science and Electrical Engineering,1.19,1467,4,0,3,6,2,8,6,3.86,Yes
Bioinformatics and Computational Biology,Biological Sciences (in collaboration with COEIT),3.99,868,7,0,4,6,7,4,0,1.22,Yes
Computer Science,Mechanical Engineering,2.8,1394,8,3,2,7,2,3,7,0.24,No
Environmental Engineering,"Chemical, Biochemical & Environmental Engineering",3.89,999,15,5,2,8,6,8,1,0.48,Yes
Electrical Engineering,Biological Sciences (in collaboration with COEIT),2.9,1392,29,10,4,5,0,0,10,1.41,No
Chemical Engineering,"Chemical, Biochemical & Environmental Engineering",3.02,1592,9,5,1,0,9,2,4,3.11,Yes
Business Tech0logy Administration,Computer Science and Electrical Engineering,0.49,1387,20,3,0,1,4,8,5,2.43,Yes
Business Tech0logy Administration,Computer Science and Electrical Engineering,0.06,1306,1,5,4,0,8,1,9,3.13,Yes
Mechanical Engineering,Computer Science and Electrical Engineering,0.35,1037,7,10,9,0,3,6,6,3.67,No
Computer Science,Mechanical Engineering,1.75,1084,34,1,0,5,2,0,6,0.48,Yes
Environmental Engineering,Biological Sciences (in collaboration with COEIT),1.61,1034,10,10,4,10,4,7,0,2.11,No
Cybersecurity Informatics,"Chemical, Biochemical & Environmental Engineering",0.74,1174,6,3,3,0,10,3,4,2.5,Yes
Cybersecurity Informatics,Information Systems,0.17,1184,25,3,9,5,8,10,7,1.67,No
Electrical Engineering,Biological Sciences (in collaboration with COEIT),2.77,1370,12,9,10,5,1,1,4,1.81,No
Bioinformatics and Computational Biology,"Chemical, Biochemical & Environmental Engineering",0.79,1024,14,4,7,7,6,7,3,0.34,Yes
Chemical Engineering,Information Systems,3.91,1248,11,0,1,2,8,5,7,0.23,No
Computer Science,Biological Sciences (in collaboration with COEIT),0.41,1001,12,2,6,5,3,7,10,0.17,Yes
Electrical Engineering,Biological Sciences (in collaboration with COEIT),1.45,1009,19,2,7,9,4,4,3,2.62,No
Cybersecurity Informatics,Computer Science and Electrical Engineering,1.92,821,28,3,4,8,4,10,3,0.4,Yes
Bioinformatics and Computational Biology,Biological Sciences (in collaboration with COEIT),0.87,1492,19,2,2,9,6,0,8,1.47,Yes
Information Systems,"Chemical, Biochemical & Environmental Engineering",2.01,1300,29,5,5,7,8,4,2,3.67,Yes
Chemical Engineering,Computer Science and Electrical Engineering,0.5,1342,35,1,0,5,7,4,8,0.67,No
Electrical Engineering,Biological Sciences (in collaboration with COEIT),0.01,1121,23,4,2,3,10,0,6,1.89,Yes
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,2.79,1014,16,5,8,8,6,9,9,2.92,Yes
Bioinformatics and Computational Biology,Information Systems,3.34,1058,21,8,10,6,7,2,4,0.99,Yes
Bioinformatics and Computational Biology,"Chemical, Biochemical & Environmental Engineering",2.3,1485,1,9,9,1,3,6,0,0.09,Yes
Computer Engineering,Information Systems,0.91,1227,25,0,4,3,4,6,10,3.11,Yes
Bioinformatics and Computational Biology,"Chemical, Biochemical & Environmental Engineering",1.58,1176,16,2,5,1,1,9,3,2.91,No
Bioinformatics and Computational Biology,Mechanical Engineering,2.51,1016,33,10,8,7,4,8,5,3.92,No
Information Systems,Information Systems,0.13,968,25,6,10,7,9,4,10,2.43,Yes
Environmental Engineering,Mechanical Engineering,0.38,1324,22,7,1,10,1,7,0,1.24,Yes
Computer Science,Computer Science and Electrical Engineering,3.83,1321,3,4,6,6,0,10,4,0.52,Yes
Business Tech0logy Administration,Information Systems,2.71,1373,3,8,5,5,7,7,8,0.4,Yes
Electrical Engineering,Biological Sciences (in collaboration with COEIT),2.79,1189,11,9,10,9,1,7,5,2.55,Yes
Bioinformatics and Computational Biology,"Chemical, Biochemical & Environmental Engineering",0.41,1252,5,7,8,6,0,8,3,1.4,Yes
Information Systems,Biological Sciences (in collaboration with COEIT),0.93,1233,25,0,10,3,8,1,9,3.33,No
Bioinformatics and Computational Biology,Biological Sciences (in collaboration with COEIT),1.56,1222,16,0,0,2,5,5,6,0.5,Yes
Chemical Engineering,Computer Science and Electrical Engineering,0.82,1140,32,7,3,0,8,8,3,3.86,No
Cybersecurity Informatics,Computer Science and Electrical Engineering,3.24,1178,29,8,10,10,4,0,2,0.24,Yes
Computer Engineering,Biological Sciences (in collaboration with COEIT),2.43,1188,6,8,2,7,6,2,2,3.13,Yes
Business Tech0logy Administration,Biological Sciences (in collaboration with COEIT),0.79,1024,22,10,0,1,5,4,8,3.11,No
Computer Science,Biological Sciences (in collaboration with COEIT),3.08,1378,9,5,3,5,2,6,7,2.45,Yes
Mechanical Engineering,"Chemical, Biochemical & Environmental Engineering",2.16,1116,10,6,9,7,0,3,4,3.97,Yes
Bioinformatics and Computational Biology,Computer Science and Electrical Engineering,0.83,1326,14,4,5,3,1,3,2,0.02,Yes
Bioinformatics and Computational Biology,Information Systems,3.37,1312,20,9,0,1,5,6,9,1.86,Yes
Cybersecurity Informatics,Computer Science and Electrical Engineering,0.84,1129,5,3,8,2,4,8,7,0.42,Yes
Information Systems,Biological Sciences (in collaboration with COEIT),2.76,1071,7,7,4,9,6,7,3,2.06,Yes
Mechanical Engineering,Information Systems,1.6,1150,14,2,2,6,5,2,2,0.78,Yes
Electrical Engineering,Information Systems,3,827,15,10,8,3,2,3,4,1.79,Yes
Mechanical Engineering,Information Systems,1.69,836,17,6,9,1,8,0,8,0.15,Yes
Computer Engineering,Computer Science and Electrical Engineering,1.15,1365,20,5,10,6,4,10,5,1.81,Yes
Environmental Engineering,Biological Sciences (in collaboration with COEIT),3.84,1430,16,9,0,3,10,10,6,2.67,Yes
Bioinformatics and Computational Biology,Biological Sciences (in collaboration with COEIT),3.03,1194,21,7,1,6,6,5,9,3.52,Yes
Computer Science,Mechanical Engineering,3.31,1524,11,5,7,7,4,7,5,3.71,No
Business Tech0logy Administration,"Chemical, Biochemical & Environmental Engineering",1.25,1092,4,1,2,5,10,10,2,1.41,Yes
Chemical Engineering,Computer Science and Electrical Engineering,1.39,1221,25,4,9,7,2,9,10,3.23,Yes
Mechanical Engineering,Mechanical Engineering,0.69,1048,2,3,8,6,4,0,2,3.52,Yes
Computer Engineering,Mechanical Engineering,1.79,1217,2,2,4,1,6,5,1,3.88,Yes
Bioinformatics and Computational Biology,Mechanical Engineering,3.99,1461,27,5,8,1,7,6,9,1.76,Yes
Computer Science,Computer Science and Electrical Engineering,2.36,1443,31,4,0,5,6,2,0,3.28,Yes
Mechanical Engineering,"Chemical, Biochemical & Environmental Engineering",2.9,1355,8,2,4,8,4,4,8,1.04,Yes
Cybersecurity Informatics,Information Systems,2.95,1444,8,5,3,9,2,5,1,3.07,Yes
Bioinformatics and Computational Biology,"Chemical, Biochemical & Environmental Engineering",0.81,1270,5,3,6,5,5,6,3,3.2,Yes
Computer Engineering,"Chemical, Biochemical & Environmental Engineering",0.22,1054,22,6,10,10,9,3,2,3.41,Yes
Business Tech0logy Administration,Biological Sciences (in collaboration with COEIT),0.49,1007,5,0,0,8,8,5,3,3.25,Yes
Bioinformatics and Computational Biology,Mechanical Engineering,2.88,983,6,2,2,9,8,8,3,3.14,Yes
Computer Science,Mechanical Engineering,1.82,1202,7,4,4,6,5,4,9,2.73,Yes
Bioinformatics and Computational Biology,Information Systems,3.62,814,18,1,7,7,6,1,4,0.44,Yes
Environmental Engineering,Biological Sciences (in collaboration with COEIT),1.47,1106,25,8,7,10,6,8,0,1.49,Yes
Business Tech0logy Administration,Information Systems,0.41,952,3,9,2,10,4,5,6,0.99,No
Computer Science,Computer Science and Electrical Engineering,3.87,1003,25,0,10,2,10,10,5,1.73,Yes
Chemical Engineering,Biological Sciences (in collaboration with COEIT),1.6,1161,21,3,4,3,10,4,10,3.67,Yes
Cybersecurity Informatics,Mechanical Engineering,3.39,871,31,3,8,0,7,0,4,2.46,Yes
Cybersecurity Informatics,Information Systems,0.18,1492,16,1,10,10,2,9,1,0.34,Yes
Environmental Engineering,Biological Sciences (in collaboration with COEIT),1.44,866,22,9,1,8,5,5,3,1.19,Yes
Computer Science,Biological Sciences (in collaboration with COEIT),2.38,971,29,0,10,2,0,10,8,3.41,Yes
Computer Science,"Chemical, Biochemical & Environmental Engineering",2.1,1286,12,0,6,10,3,7,9,1.5,Yes
Computer Science,Biological Sciences (in collaboration with COEIT),2.91,1299,1,9,6,0,7,6,3,0.03,Yes
Information Systems,Biological Sciences (in collaboration with COEIT),3.53,1500,26,9,1,8,10,4,8,3.1,Yes
Business Tech0logy Administration,Mechanical Engineering,3.03,1380,10,4,5,8,10,4,5,0.56,Yes
Chemical Engineering,Computer Science and Electrical Engineering,1.24,845,25,10,7,1,10,1,3,0.49,No
Computer Engineering,Information Systems,3.88,902,25,9,2,6,2,7,9,2.47,Yes
Electrical Engineering,Computer Science and Electrical Engineering,3.68,1550,4,0,8,9,3,6,5,2.28,Yes
Mechanical Engineering,Biological Sciences (in collaboration with COEIT),2.52,1423,18,3,7,1,3,0,4,1.44,Yes
