Student ID,Interests,Career Goals,Matched Courses
1350,"AI, Machine Learning",Embedded Systems Engineer,"Biochemical Engineering, Process Design"
1351,Data Science,Signal Processing Engineer,"Database Management Systems, Systems Analysis and Design"
1352,Environmental Engineering,AI Specialist,"Software and Hardware Concepts, Data Structures"
1353,Database Management,Software Developer,"Introduction to Cybersecurity, Digital Forensics"
1354,Robotics,Cybersecurity Analyst,"Principles of Digital Design, VLSI Design"
1355,Environmental Engineering,Software Developer,"Signal Processing, Analog and Digital Communication"
1356,Biochemical Engineering,AI Specialist,"Signal Processing, Analog and Digital Communication"
1357,Signal Processing,Software Developer,"Database Management Systems, Systems Analysis and Design"
1358,Biochemical Engineering,AI Specialist,"Introduction to Embedded Systems, Robotics"
1359,"AI, Machine Learning",Data Scientist,"Principles of Digital Design, VLSI Design"
1360,Embedded Systems,AI Specialist,"Signal Processing, Analog and Digital Communication"
1361,"AI, Machine Learning",Environmental Engineer,"Introduction to Embedded Systems, Robotics"
1362,Robotics,AI Specialist,"Signal Processing, Analog and Digital Communication"
1363,Robotics,Embedded Systems Engineer,"Environmental Engineering, Water Quality Control"
1364,Biochemical Engineering,Database Administrator,"Biochemical Engineering, Process Design"
1365,Cybersecurity,Biochemical Engineer,"Data Mining for Business Intelligence, Machine Learning"
1366,Cybersecurity,Robotics Engineer,"Software and Hardware Concepts, Data Structures"
1367,Signal Processing,Data Scientist,"Biochemical Engineering, Process Design"
1368,Database Management,Robotics Engineer,"Introduction to Cybersecurity, Digital Forensics"
1369,Data Science,AI Specialist,"Introduction to Embedded Systems, Robotics"
1370,Signal Processing,Software Developer,"Data Mining for Business Intelligence, Machine Learning"
1371,Software Development,AI Specialist,"Computer Science I, Computer Science II"
1372,Signal Processing,AI Specialist,"Computer Science I, Computer Science II"
1373,"AI, Machine Learning",Signal Processing Engineer,"Biochemical Engineering, Process Design"
1374,Data Science,Robotics Engineer,"Data Mining for Business Intelligence, Machine Learning"
1375,Cybersecurity,Database Administrator,"Signal Processing, Analog and Digital Communication"
1376,Signal Processing,Biochemical Engineer,"Introduction to Embedded Systems, Robotics"
1377,Database Management,Signal Processing Engineer,"Data Mining for Business Intelligence, Machine Learning"
1378,Biochemical Engineering,Signal Processing Engineer,"Introduction to Embedded Systems, Robotics"
1379,Robotics,Robotics Engineer,"Data Mining for Business Intelligence, Machine Learning"
1380,Embedded Systems,Cybersecurity Analyst,"Introduction to Cybersecurity, Digital Forensics"
1381,Robotics,Embedded Systems Engineer,"Computer Science I, Computer Science II"
1382,Database Management,Robotics Engineer,"Computer Science I, Computer Science II"
1383,"AI, Machine Learning",Cybersecurity Analyst,"Biochemical Engineering, Process Design"
1384,Robotics,Software Developer,"Software and Hardware Concepts, Data Structures"
1385,Embedded Systems,Cybersecurity Analyst,"Data Mining for Business Intelligence, Machine Learning"
1386,Embedded Systems,Environmental Engineer,"Introduction to Embedded Systems, Robotics"
1387,Robotics,Data Scientist,"Data Mining for Business Intelligence, Machine Learning"
1388,Data Science,Data Scientist,"Principles of Digital Design, VLSI Design"
1389,Data Science,Signal Processing Engineer,"Software and Hardware Concepts, Data Structures"
1390,Environmental Engineering,Embedded Systems Engineer,"Computer Science I, Computer Science II"
1391,Embedded Systems,Robotics Engineer,"Introduction to Cybersecurity, Digital Forensics"
1392,"AI, Machine Learning",Environmental Engineer,"Principles of Digital Design, VLSI Design"
1393,Signal Processing,Signal Processing Engineer,"Biochemical Engineering, Process Design"
1394,Cybersecurity,Biochemical Engineer,"Computer Science I, Computer Science II"
1395,Environmental Engineering,Robotics Engineer,"Biochemical Engineering, Process Design"
1396,Biochemical Engineering,AI Specialist,"Computer Science I, Computer Science II"
1397,Cybersecurity,Environmental Engineer,"Software and Hardware Concepts, Data Structures"
1398,Software Development,Embedded Systems Engineer,"Principles of Digital Design, VLSI Design"
1399,Signal Processing,Data Scientist,"Software and Hardware Concepts, Data Structures"
1400,Signal Processing,AI Specialist,"Environmental Engineering, Water Quality Control"
1401,Environmental Engineering,Robotics Engineer,"Environmental Engineering, Water Quality Control"
1402,Cybersecurity,Database Administrator,"Environmental Engineering, Water Quality Control"
1403,Biochemical Engineering,Signal Processing Engineer,"Data Mining for Business Intelligence, Machine Learning"
1404,Data Science,Data Scientist,"Introduction to Cybersecurity, Digital Forensics"
1405,"AI, Machine Learning",Data Scientist,"Introduction to Cybersecurity, Digital Forensics"
1406,Embedded Systems,Embedded Systems Engineer,"Environmental Engineering, Water Quality Control"
1407,Cybersecurity,Environmental Engineer,"Computer Science I, Computer Science II"
1408,Embedded Systems,Data Scientist,"Software and Hardware Concepts, Data Structures"
1409,Software Development,Environmental Engineer,"Introduction to Embedded Systems, Robotics"
1410,Environmental Engineering,Data Scientist,"Biochemical Engineering, Process Design"
1411,Embedded Systems,AI Specialist,"Data Mining for Business Intelligence, Machine Learning"
1412,Embedded Systems,Data Scientist,"Environmental Engineering, Water Quality Control"
1413,Data Science,Environmental Engineer,"Biochemical Engineering, Process Design"
1414,Data Science,Cybersecurity Analyst,"Software and Hardware Concepts, Data Structures"
1415,Biochemical Engineering,Software Developer,"Introduction to Cybersecurity, Digital Forensics"
1416,Signal Processing,Data Scientist,"Database Management Systems, Systems Analysis and Design"
1417,Embedded Systems,Cybersecurity Analyst,"Computer Science I, Computer Science II"
1418,Signal Processing,Robotics Engineer,"Computer Science I, Computer Science II"
1419,Environmental Engineering,Cybersecurity Analyst,"Principles of Digital Design, VLSI Design"
1420,Cybersecurity,Data Scientist,"Software and Hardware Concepts, Data Structures"
1421,Cybersecurity,Biochemical Engineer,"Introduction to Cybersecurity, Digital Forensics"
1422,Embedded Systems,Database Administrator,"Software and Hardware Concepts, Data Structures"
1423,"AI, Machine Learning",Signal Processing Engineer,"Signal Processing, Analog and Digital Communication"
1424,Robotics,Data Scientist,"Signal Processing, Analog and Digital Communication"
1425,Robotics,AI Specialist,"Environmental Engineering, Water Quality Control"
1426,Biochemical Engineering,Cybersecurity Analyst,"Principles of Digital Design, VLSI Design"
1427,Embedded Systems,Signal Processing Engineer,"Data Mining for Business Intelligence, Machine Learning"
1428,Robotics,Cybersecurity Analyst,"Introduction to Embedded Systems, Robotics"
1429,Embedded Systems,Database Administrator,"Environmental Engineering, Water Quality Control"
1430,Embedded Systems,AI Specialist,"Data Mining for Business Intelligence, Machine Learning"
1431,Database Management,Data Scientist,"Computer Science I, Computer Science II"
1432,"AI, Machine Learning",Data Scientist,"Signal Processing, Analog and Digital Communication"
1433,Database Management,Biochemical Engineer,"Data Mining for Business Intelligence, Machine Learning"
1434,Data Science,AI Specialist,"Data Mining for Business Intelligence, Machine Learning"
1435,Cybersecurity,Robotics Engineer,"Signal Processing, Analog and Digital Communication"
1436,Environmental Engineering,Embedded Systems Engineer,"Introduction to Cybersecurity, Digital Forensics"
1437,Robotics,Cybersecurity Analyst,"Database Management Systems, Systems Analysis and Design"
1438,Data Science,Data Scientist,"Introduction to Cybersecurity, Digital Forensics"
1439,Database Management,Environmental Engineer,"Software and Hardware Concepts, Data Structures"
1440,Data Science,Signal Processing Engineer,"Principles of Digital Design, VLSI Design"
1441,Biochemical Engineering,Data Scientist,"Signal Processing, Analog and Digital Communication"
1442,Signal Processing,Robotics Engineer,"Computer Science I, Computer Science II"
1443,Biochemical Engineering,Signal Processing Engineer,"Introduction to Cybersecurity, Digital Forensics"
1444,Embedded Systems,Robotics Engineer,"Biochemical Engineering, Process Design"
1445,Robotics,Cybersecurity Analyst,"Principles of Digital Design, VLSI Design"
1446,Robotics,Robotics Engineer,"Data Mining for Business Intelligence, Machine Learning"
1447,"AI, Machine Learning",Database Administrator,"Environmental Engineering, Water Quality Control"
1448,Signal Processing,Cybersecurity Analyst,"Environmental Engineering, Water Quality Control"
1449,Data Science,Biochemical Engineer,"Biochemical Engineering, Process Design"
1450,Embedded Systems,Software Developer,"Data Mining for Business Intelligence, Machine Learning"
1451,Embedded Systems,Embedded Systems Engineer,"Data Mining for Business Intelligence, Machine Learning"
1452,Environmental Engineering,Signal Processing Engineer,"Introduction to Embedded Systems, Robotics"
1453,Environmental Engineering,Data Scientist,"Principles of Digital Design, VLSI Design"
1454,Embedded Systems,Data Scientist,"Data Mining for Business Intelligence, Machine Learning"
1455,Embedded Systems,Environmental Engineer,"Principles of Digital Design, VLSI Design"
1456,Cybersecurity,Database Administrator,"Biochemical Engineering, Process Design"
1457,Data Science,Database Administrator,"Biochemical Engineering, Process Design"
1458,Robotics,Biochemical Engineer,"Principles of Digital Design, VLSI Design"
1459,Database Management,Software Developer,"Signal Processing, Analog and Digital Communication"
1460,Database Management,Database Administrator,"Introduction to Cybersecurity, Digital Forensics"
1461,Cybersecurity,Environmental Engineer,"Data Mining for Business Intelligence, Machine Learning"
1462,Robotics,Software Developer,"Principles of Digital Design, VLSI Design"
1463,"AI, Machine Learning",Cybersecurity Analyst,"Software and Hardware Concepts, Data Structures"
1464,Signal Processing,Data Scientist,"Signal Processing, Analog and Digital Communication"
1465,Biochemical Engineering,Cybersecurity Analyst,"Introduction to Embedded Systems, Robotics"
1466,Embedded Systems,Biochemical Engineer,"Biochemical Engineering, Process Design"
1467,Database Management,Cybersecurity Analyst,"Introduction to Cybersecurity, Digital Forensics"
1468,"AI, Machine Learning",Robotics Engineer,"Introduction to Cybersecurity, Digital Forensics"
1469,Data Science,Biochemical Engineer,"Environmental Engineering, Water Quality Control"
1470,Biochemical Engineering,Signal Processing Engineer,"Introduction to Embedded Systems, Robotics"
1471,Software Development,Cybersecurity Analyst,"Signal Processing, Analog and Digital Communication"
1472,Robotics,Biochemical Engineer,"Software and Hardware Concepts, Data Structures"
1473,Signal Processing,Signal Processing Engineer,"Data Mining for Business Intelligence, Machine Learning"
